doc_id,date,iin,region,service_type,service,amount_kzt,channel,status,days_overdue,is_flagged,flag_reason,direction
D00503,2026-06-26,990004300004,Карагандинская,Субсидия,Жилищная помощь,121725,eGov,Отказано,0,0,,Из бюджета
D00504,2026-06-26,990013300013,Актюбинская,Пошлина,Пошлина за загранпаспорт,15341,Мобильное приложение,Оплачено,0,0,,В бюджет
D00505,2026-06-26,990014300014,Алматинская,Штраф,Штраф за парковку,29049,Банк,Ожидает оплаты,0,0,,В бюджет
D00506,2026-06-26,990021300021,Актюбинская,Пошлина,Пошлина за загранпаспорт,23773,Банк,Оплачено,0,0,,В бюджет
D00507,2026-06-26,990027300027,Акмолинская,Пошлина,Пошлина за загранпаспорт,26811,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00508,2026-06-26,990027300027,Акмолинская,Штраф,Штраф за превышение скорости,34594,Банк,Оплачено,0,0,,В бюджет
D00509,2026-06-26,990069300069,Мангистауская,Пошлина,Госпошлина за регистрацию авто,22362,eGov,Ожидает оплаты,0,0,,В бюджет
D00510,2026-06-26,990093300093,Туркестанская,Пособие,Пособие по уходу за ребёнком,51807,Мобильное приложение,Назначено,0,0,,Из бюджета
D00511,2026-06-27,990069300069,Мангистауская,Налог,Земельный налог,114441,eGov,Оплачено,0,0,,В бюджет
D00512,2026-06-27,990076300076,Туркестанская,Субсидия,Субсидия на коммунальные услуги,358550,ЦОН,На рассмотрении,0,0,,Из бюджета
D00513,2026-06-27,990081300081,Восточно-Казахстанская,Субсидия,Агросубсидия,238063,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00514,2026-06-27,990096300096,Алматинская,Субсидия,Агросубсидия,56783,Банк,Назначено,0,0,,Из бюджета
D00515,2026-06-28,990015300015,Актюбинская,Штраф,Штраф за превышение скорости,81660,eGov,Просрочено,211,0,,В бюджет
D00516,2026-06-28,990028300028,Павлодарская,Пособие,Адресная социальная помощь,51946,eGov,Отказано,0,0,,Из бюджета
D00517,2026-06-28,990041300041,Павлодарская,Налог,ИПН индивидуального предпринимателя,108012,Мобильное приложение,Просрочено,178,0,,В бюджет
D00518,2026-06-28,990041300041,Павлодарская,Пошлина,Госпошлина за регистрацию авто,9697,eGov,Оплачено,0,0,,В бюджет
D00519,2026-06-28,990066300066,Восточно-Казахстанская,Налог,Земельный налог,60164,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00520,2026-06-28,990082300082,Актюбинская,Штраф,Штраф за превышение скорости,28080,Банк,Просрочено,166,0,,В бюджет
D00521,2026-06-28,990099300099,Акмолинская,Штраф,Штраф за парковку,42428,Банк,Оплачено,0,0,,В бюджет
D00522,2026-06-28,990101300101,Жамбылская,Субсидия,Агросубсидия,266721,Банк,Отказано,0,0,,Из бюджета
D00523,2026-06-28,990102300102,Жамбылская,Штраф,Штраф за превышение скорости,57098,ЦОН,Оплачено,0,0,,В бюджет
D00524,2026-06-28,990109300109,Шымкент,Пособие,Адресная социальная помощь,68538,Банк,Отказано,0,0,,Из бюджета
D00525,2026-06-29,990029300029,Акмолинская,Пошлина,Пошлина за регистрацию недвижимости,19547,ЦОН,Оплачено,0,0,,В бюджет
D00526,2026-06-29,990030300030,Шымкент,Субсидия,Субсидия на коммунальные услуги,60156,ЦОН,Назначено,0,0,,Из бюджета
D00527,2026-06-29,990053300053,Атырауская,Штраф,Штраф за превышение скорости,20446,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00528,2026-06-29,990053300053,Атырауская,Штраф,Штраф за парковку,80584,Мобильное приложение,Оплачено,0,0,,В бюджет
D00529,2026-06-29,990059300059,Астана,Субсидия,Агросубсидия,270507,Мобильное приложение,Назначено,0,0,,Из бюджета
D00530,2026-06-29,990059300059,Астана,Налог,Налог на имущество,91531,Мобильное приложение,Оплачено,0,0,,В бюджет
D00531,2026-06-29,990068300068,Алматы,Налог,Налог на имущество,33697,eGov,Оплачено,0,0,,В бюджет
D00532,2026-06-29,990068300068,Алматы,Пособие,Адресная социальная помощь,86635,Мобильное приложение,Назначено,0,0,,Из бюджета
D00533,2026-06-29,990119300119,Актюбинская,Пособие,Пособие по уходу за ребёнком,33171,eGov,Отказано,0,0,,Из бюджета
D00534,2026-06-30,990005300005,Алматы,Пособие,Пособие по уходу за ребёнком,36791,Мобильное приложение,Отказано,0,0,,Из бюджета
D00535,2026-06-30,990013300013,Актюбинская,Субсидия,Агросубсидия,170741,eGov,Назначено,0,0,,Из бюджета
D00536,2026-06-30,990049300049,Туркестанская,Налог,Налог на имущество,32711,Банк,Оплачено,0,0,,В бюджет
D00537,2026-06-30,990066300066,Восточно-Казахстанская,Пошлина,Пошлина за регистрацию недвижимости,21382,eGov,Просрочено,86,0,,В бюджет
D00538,2026-06-30,990117300117,Карагандинская,Субсидия,Жилищная помощь,243637,Банк,Назначено,0,0,,Из бюджета
D00539,2026-07-01,990009300009,Павлодарская,Пошлина,Пошлина за загранпаспорт,11893,eGov,Оплачено,0,0,,В бюджет
D00540,2026-07-01,990064300064,Костанайская,Налог,Земельный налог,22057,ЦОН,Оплачено,0,0,,В бюджет
D00541,2026-07-01,990041300041,Туркестанская,Пособие,Пособие по уходу за ребёнком,81101,ЦОН,Назначено,0,1,Дубль выплаты: то же пособие назначено дважды,Из бюджета
D00542,2026-07-02,990029300029,Акмолинская,Налог,Налог на имущество,97152,Мобильное приложение,Оплачено,0,0,,В бюджет
D00543,2026-07-02,990036300036,Актюбинская,Налог,Налог на транспорт,32139,Банк,Оплачено,0,0,,В бюджет
D00544,2026-07-02,990039300039,Мангистауская,Налог,Налог на транспорт,70582,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00545,2026-07-02,990051300051,Костанайская,Налог,Налог на транспорт,113440,Мобильное приложение,Оплачено,0,0,,В бюджет
D00546,2026-07-02,990051300051,Костанайская,Штраф,Штраф за парковку,53581,eGov,Ожидает оплаты,0,0,,В бюджет
D00547,2026-07-02,990085300085,Мангистауская,Штраф,Штраф за превышение скорости,69700,Банк,Оплачено,0,0,,В бюджет
D00548,2026-07-02,990094300094,Алматы,Налог,Налог на имущество,75747,eGov,Просрочено,135,0,,В бюджет
D00549,2026-07-02,990106300106,Жамбылская,Пособие,Адресная социальная помощь,125127,eGov,Назначено,0,0,,Из бюджета
D00550,2026-07-02,990082300082,Кызылординская,Субсидия,Жилищная помощь,84434,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00551,2026-07-03,990010300010,Алматы,Налог,Налог на транспорт,64791,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00552,2026-07-03,990038300038,Северо-Казахстанская,Субсидия,Жилищная помощь,189443,Банк,Назначено,0,0,,Из бюджета
D00553,2026-07-03,990052300052,Акмолинская,Пошлина,Пошлина за загранпаспорт,9489,Мобильное приложение,Оплачено,0,0,,В бюджет
D00554,2026-07-03,990060300060,Туркестанская,Налог,Земельный налог,20178,Мобильное приложение,Оплачено,0,0,,В бюджет
D00555,2026-07-03,990098300098,Северо-Казахстанская,Пособие,Адресная социальная помощь,112589,Банк,Назначено,0,0,,Из бюджета
D00556,2026-07-03,990119300119,Актюбинская,Пошлина,Госпошлина за регистрацию авто,26041,Банк,Оплачено,0,0,,В бюджет
D00557,2026-07-04,990002300002,Алматинская,Штраф,Административный штраф,85070,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00558,2026-07-04,990031300031,Атырауская,Пошлина,Пошлина за загранпаспорт,27263,ЦОН,Оплачено,0,0,,В бюджет
D00559,2026-07-04,990036300036,Актюбинская,Пособие,Пособие по инвалидности,44180,Мобильное приложение,Назначено,0,0,,Из бюджета
D00560,2026-07-04,990062300062,Алматы,Штраф,Штраф за превышение скорости,59778,eGov,Оплачено,0,0,,В бюджет
D00561,2026-07-04,990070300070,Павлодарская,Штраф,Административный штраф,58971,ЦОН,Оплачено,0,0,,В бюджет
D00562,2026-07-04,990007300007,Туркестанская,Пособие,Пособие по уходу за ребёнком,85575,ЦОН,Назначено,0,1,Дубль выплаты: то же пособие назначено дважды,Из бюджета
D00563,2026-07-05,990032300032,Павлодарская,Пошлина,Пошлина за загранпаспорт,2987,Мобильное приложение,Просрочено,40,0,,В бюджет
D00564,2026-07-05,990032300032,Павлодарская,Налог,Земельный налог,32114,eGov,Ожидает оплаты,0,0,,В бюджет
D00565,2026-07-05,990062300062,Алматы,Штраф,Штраф за превышение скорости,92915,Мобильное приложение,Оплачено,0,0,,В бюджет
D00566,2026-07-05,990105300105,Павлодарская,Налог,ИПН индивидуального предпринимателя,84167,ЦОН,Оплачено,0,0,,В бюджет
D00567,2026-07-06,990002300002,Алматинская,Штраф,Административный штраф,51348,eGov,Оплачено,0,0,,В бюджет
D00568,2026-07-06,990027300027,Акмолинская,Пошлина,Госпошлина за регистрацию авто,22764,ЦОН,Оплачено,0,0,,В бюджет
D00569,2026-07-06,990053300053,Атырауская,Штраф,Штраф за парковку,69280,Мобильное приложение,Оплачено,0,0,,В бюджет
D00570,2026-07-06,990083300083,Кызылординская,Пошлина,Госпошлина за регистрацию авто,28931,eGov,Оплачено,0,0,,В бюджет
D00571,2026-07-06,990102300102,Жамбылская,Пошлина,Пошлина за регистрацию недвижимости,22508,Мобильное приложение,Оплачено,0,0,,В бюджет
D00572,2026-07-06,990114300114,Алматинская,Штраф,Административный штраф,73655,ЦОН,Оплачено,0,0,,В бюджет
D00573,2026-07-06,990117300117,Карагандинская,Налог,Земельный налог,101685,Банк,Оплачено,0,0,,В бюджет
D00574,2026-07-07,990002300002,Алматинская,Пошлина,Госпошлина за регистрацию авто,25877,eGov,Оплачено,0,0,,В бюджет
D00575,2026-07-07,990009300009,Павлодарская,Пошлина,Госпошлина за регистрацию авто,23940,eGov,Оплачено,0,0,,В бюджет
D00576,2026-07-07,990026300026,Астана,Штраф,Административный штраф,59352,Банк,Просрочено,167,0,,В бюджет
D00577,2026-07-07,990096300096,Алматинская,Пособие,Адресная социальная помощь,39534,eGov,Назначено,0,0,,Из бюджета
D00578,2026-07-07,990033300033,Алматы,Налог,Налог на имущество,675129,eGov,Просрочено,382,1,Просрочка больше 200 дней и крупная сумма,В бюджет
D00579,2026-07-08,990020300020,Мангистауская,Пособие,Адресная социальная помощь,118088,Мобильное приложение,Назначено,0,0,,Из бюджета
D00580,2026-07-08,990035300035,Костанайская,Налог,ИПН индивидуального предпринимателя,107291,Мобильное приложение,Оплачено,0,0,,В бюджет
D00581,2026-07-08,990038300038,Северо-Казахстанская,Пособие,Пособие по уходу за ребёнком,37101,Банк,Назначено,0,0,,Из бюджета
D00582,2026-07-08,990050300050,Алматинская,Субсидия,Агросубсидия,361715,Банк,Отказано,0,0,,Из бюджета
D00583,2026-07-08,990059300059,Астана,Налог,Налог на имущество,59936,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00584,2026-07-09,990013300013,Актюбинская,Штраф,Штраф за парковку,15604,Мобильное приложение,Просрочено,124,0,,В бюджет
D00585,2026-07-09,990024300024,Северо-Казахстанская,Пособие,Пособие по уходу за ребёнком,54350,ЦОН,Назначено,0,0,,Из бюджета
D00586,2026-07-09,990030300030,Шымкент,Субсидия,Субсидия на коммунальные услуги,167955,Банк,Назначено,0,0,,Из бюджета
D00587,2026-07-09,990050300050,Алматинская,Налог,Земельный налог,22735,ЦОН,Оплачено,0,0,,В бюджет
D00588,2026-07-09,990083300083,Кызылординская,Субсидия,Агросубсидия,275863,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00589,2026-07-09,990120300120,Актюбинская,Налог,Налог на имущество,57092,Банк,Оплачено,0,0,,В бюджет
D00590,2026-07-10,990013300013,Актюбинская,Пособие,Адресная социальная помощь,139943,eGov,Назначено,0,0,,Из бюджета
D00591,2026-07-10,990038300038,Северо-Казахстанская,Пособие,Адресная социальная помощь,87171,eGov,Отказано,0,0,,Из бюджета
D00592,2026-07-10,990039300039,Мангистауская,Штраф,Административный штраф,20693,eGov,Просрочено,179,0,,В бюджет
D00593,2026-07-10,990012300012,Алматы,Налог,Налог на имущество,559029,eGov,Просрочено,351,1,Просрочка больше 200 дней и крупная сумма,В бюджет
D00594,2026-07-11,990036300036,Актюбинская,Штраф,Штраф за превышение скорости,61653,Банк,Ожидает оплаты,0,0,,В бюджет
D00595,2026-07-11,990047300047,Восточно-Казахстанская,Пособие,Пособие по инвалидности,100550,ЦОН,Назначено,0,0,,Из бюджета
D00596,2026-07-11,990052300052,Акмолинская,Штраф,Штраф за превышение скорости,53111,ЦОН,Просрочено,182,0,,В бюджет
D00597,2026-07-11,990064300064,Костанайская,Налог,Налог на транспорт,24319,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00598,2026-07-11,990098300098,Северо-Казахстанская,Штраф,Административный штраф,87265,eGov,Оплачено,0,0,,В бюджет
D00599,2026-07-11,990102300102,Жамбылская,Субсидия,Жилищная помощь,182342,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00600,2026-07-12,990011300011,Карагандинская,Пособие,Пособие по инвалидности,112044,Мобильное приложение,Назначено,0,0,,Из бюджета
D00601,2026-07-13,990010300010,Алматы,Налог,Земельный налог,81693,Банк,Оплачено,0,0,,В бюджет
D00602,2026-07-13,990057300057,Алматы,Пособие,Адресная социальная помощь,34440,eGov,Отказано,0,0,,Из бюджета
D00603,2026-07-13,990081300081,Восточно-Казахстанская,Штраф,Административный штраф,30044,Мобильное приложение,Оплачено,0,0,,В бюджет
D00604,2026-07-14,990013300013,Актюбинская,Пособие,Пособие по инвалидности,51744,Мобильное приложение,Назначено,0,0,,Из бюджета
D00605,2026-07-14,990018300018,Северо-Казахстанская,Пошлина,Пошлина за регистрацию недвижимости,3639,eGov,Оплачено,0,0,,В бюджет
D00606,2026-07-14,990046300046,Алматы,Штраф,Административный штраф,38686,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00607,2026-07-14,990055300055,Мангистауская,Пошлина,Пошлина за регистрацию недвижимости,15905,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00608,2026-07-14,990075300075,Атырауская,Налог,Налог на имущество,119120,Банк,Оплачено,0,0,,В бюджет
D00609,2026-07-15,990009300009,Павлодарская,Пошлина,Госпошлина за регистрацию авто,29322,ЦОН,Оплачено,0,0,,В бюджет
D00610,2026-07-15,990071300071,Алматинская,Субсидия,Субсидия на коммунальные услуги,350966,Банк,Назначено,0,0,,Из бюджета
D00611,2026-07-15,990075300075,Атырауская,Пошлина,Пошлина за регистрацию недвижимости,12378,Банк,Просрочено,35,0,,В бюджет
D00612,2026-07-15,990101300101,Жамбылская,Пособие,Пособие по уходу за ребёнком,80233,Банк,Назначено,0,0,,Из бюджета
D00613,2026-07-15,990117300117,Карагандинская,Налог,Земельный налог,86632,Банк,Оплачено,0,0,,В бюджет
D00614,2026-07-16,990022300022,Жамбылская,Штраф,Штраф за превышение скорости,91867,Банк,Оплачено,0,0,,В бюджет
D00615,2026-07-16,990032300032,Павлодарская,Налог,ИПН индивидуального предпринимателя,106732,eGov,Оплачено,0,0,,В бюджет
D00616,2026-07-16,990043300043,Актюбинская,Пошлина,Пошлина за регистрацию недвижимости,29682,Банк,Ожидает оплаты,0,0,,В бюджет
D00617,2026-07-16,990084300084,Жамбылская,Пошлина,Пошлина за регистрацию недвижимости,3443,ЦОН,Оплачено,0,0,,В бюджет
D00618,2026-07-16,990108300108,Костанайская,Налог,Земельный налог,106176,Мобильное приложение,Оплачено,0,0,,В бюджет
D00619,2026-07-17,990075300075,Атырауская,Штраф,Штраф за превышение скорости,41976,Банк,Оплачено,0,0,,В бюджет
D00620,2026-07-17,990114300114,Алматинская,Пошлина,Госпошлина за регистрацию авто,6598,eGov,Оплачено,0,0,,В бюджет
D00621,2026-07-18,990011300011,Карагандинская,Пошлина,Пошлина за регистрацию недвижимости,21097,eGov,Оплачено,0,0,,В бюджет
D00622,2026-07-18,990017300017,Восточно-Казахстанская,Субсидия,Субсидия на коммунальные услуги,234785,Банк,На рассмотрении,0,0,,Из бюджета
D00623,2026-07-18,990055300055,Мангистауская,Субсидия,Субсидия на коммунальные услуги,250678,Мобильное приложение,Отказано,0,0,,Из бюджета
D00624,2026-07-18,990060300060,Туркестанская,Пособие,Пособие по инвалидности,114079,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00625,2026-07-18,990083300083,Кызылординская,Пособие,Пособие по инвалидности,118484,Банк,Отказано,0,0,,Из бюджета
D00626,2026-07-18,990086300086,Алматы,Субсидия,Агросубсидия,54225,ЦОН,Назначено,0,0,,Из бюджета
D00627,2026-07-18,990093300093,Туркестанская,Штраф,Административный штраф,91707,eGov,Просрочено,210,0,,В бюджет
D00628,2026-07-19,990027300027,Акмолинская,Пособие,Адресная социальная помощь,116202,Банк,Отказано,0,0,,Из бюджета
D00629,2026-07-19,990042300042,Алматинская,Пошлина,Пошлина за регистрацию недвижимости,25900,Мобильное приложение,Оплачено,0,0,,В бюджет
D00630,2026-07-19,990111300111,Актюбинская,Пособие,Адресная социальная помощь,55045,ЦОН,Назначено,0,0,,Из бюджета
D00631,2026-07-19,990118300118,Алматы,Пособие,Пособие по уходу за ребёнком,72950,eGov,Назначено,0,0,,Из бюджета
D00632,2026-07-20,990009300009,Павлодарская,Субсидия,Субсидия на коммунальные услуги,245529,ЦОН,Назначено,0,0,,Из бюджета
D00633,2026-07-20,990019300019,Атырауская,Субсидия,Субсидия на коммунальные услуги,59763,eGov,Отказано,0,0,,Из бюджета
D00634,2026-07-20,990050300050,Алматинская,Пособие,Адресная социальная помощь,94130,Мобильное приложение,Назначено,0,0,,Из бюджета
D00635,2026-07-20,990080300080,Туркестанская,Субсидия,Агросубсидия,353063,eGov,Назначено,0,0,,Из бюджета
D00636,2026-07-21,990010300010,Алматы,Налог,Земельный налог,88783,Банк,Просрочено,116,0,,В бюджет
D00637,2026-07-21,990032300032,Павлодарская,Налог,Земельный налог,56672,ЦОН,Оплачено,0,0,,В бюджет
D00638,2026-07-21,990051300051,Костанайская,Штраф,Штраф за парковку,23134,ЦОН,Оплачено,0,0,,В бюджет
D00639,2026-07-22,990004300004,Карагандинская,Субсидия,Агросубсидия,145335,Банк,Назначено,0,0,,Из бюджета
D00640,2026-07-22,990019300019,Атырауская,Налог,Земельный налог,73430,Банк,Оплачено,0,0,,В бюджет
D00641,2026-07-22,990031300031,Атырауская,Пособие,Пособие по уходу за ребёнком,47606,ЦОН,Назначено,0,0,,Из бюджета
D00642,2026-07-22,990056300056,Карагандинская,Субсидия,Агросубсидия,334366,eGov,На рассмотрении,0,0,,Из бюджета
D00643,2026-07-22,990056300056,Карагандинская,Налог,Земельный налог,45086,eGov,Ожидает оплаты,0,0,,В бюджет
D00644,2026-07-22,990058300058,Туркестанская,Пособие,Пособие по уходу за ребёнком,141179,ЦОН,Назначено,0,0,,Из бюджета
D00645,2026-07-22,990068300068,Алматы,Штраф,Административный штраф,10115,Мобильное приложение,Оплачено,0,0,,В бюджет
D00646,2026-07-22,990070300070,Павлодарская,Пособие,Пособие по уходу за ребёнком,80722,Банк,На рассмотрении,0,0,,Из бюджета
D00647,2026-07-22,990105300105,Павлодарская,Пособие,Адресная социальная помощь,147709,Банк,Назначено,0,0,,Из бюджета
D00648,2026-07-22,990118300118,Алматы,Пошлина,Пошлина за загранпаспорт,9385,Банк,Оплачено,0,0,,В бюджет
D00649,2026-07-23,990005300005,Алматы,Штраф,Штраф за превышение скорости,88704,eGov,Ожидает оплаты,0,0,,В бюджет
D00650,2026-07-23,990012300012,Восточно-Казахстанская,Пособие,Адресная социальная помощь,108447,Банк,Назначено,0,0,,Из бюджета
D00651,2026-07-23,990021300021,Актюбинская,Налог,Налог на транспорт,92443,eGov,Ожидает оплаты,0,0,,В бюджет
D00652,2026-07-23,990024300024,Северо-Казахстанская,Пособие,Пособие по уходу за ребёнком,111285,ЦОН,На рассмотрении,0,0,,Из бюджета
D00653,2026-07-23,990026300026,Астана,Пособие,Адресная социальная помощь,110762,Мобильное приложение,Отказано,0,0,,Из бюджета
D00654,2026-07-23,990031300031,Атырауская,Налог,Земельный налог,82782,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00655,2026-07-23,990101300101,Жамбылская,Налог,Земельный налог,31376,Банк,Ожидает оплаты,0,0,,В бюджет
D00656,2026-07-23,990112300112,Костанайская,Налог,ИПН индивидуального предпринимателя,115538,Банк,Оплачено,0,0,,В бюджет
D00657,2026-07-24,990017300017,Восточно-Казахстанская,Пособие,Пособие по инвалидности,84512,Мобильное приложение,Назначено,0,0,,Из бюджета
D00658,2026-07-24,990033300033,Актюбинская,Штраф,Административный штраф,84800,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00659,2026-07-24,990036300036,Актюбинская,Пособие,Пособие по инвалидности,39720,Банк,Отказано,0,0,,Из бюджета
D00660,2026-07-24,990043300043,Актюбинская,Штраф,Штраф за превышение скорости,33471,ЦОН,Оплачено,0,0,,В бюджет
D00661,2026-07-24,990044300044,Северо-Казахстанская,Пошлина,Пошлина за загранпаспорт,29796,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00662,2026-07-24,990045300045,Кызылординская,Налог,Налог на имущество,12738,eGov,Оплачено,0,0,,В бюджет
D00663,2026-07-24,990051300051,Костанайская,Штраф,Штраф за превышение скорости,17857,Мобильное приложение,Оплачено,0,0,,В бюджет
D00664,2026-07-24,990068300068,Алматы,Пошлина,Пошлина за регистрацию недвижимости,20596,Банк,Оплачено,0,0,,В бюджет
D00665,2026-07-24,990083300083,Кызылординская,Субсидия,Агросубсидия,386787,Банк,Назначено,0,0,,Из бюджета
D00666,2026-07-24,990089300089,Атырауская,Пошлина,Госпошлина за регистрацию авто,23080,ЦОН,Просрочено,180,0,,В бюджет
D00667,2026-07-24,990099300099,Акмолинская,Субсидия,Субсидия на коммунальные услуги,161390,Мобильное приложение,Назначено,0,0,,Из бюджета
D00668,2026-07-24,990108300108,Костанайская,Субсидия,Жилищная помощь,48692,Мобильное приложение,Назначено,0,0,,Из бюджета
D00669,2026-07-25,990025300025,Актюбинская,Пособие,Адресная социальная помощь,89155,eGov,Отказано,0,0,,Из бюджета
D00670,2026-07-25,990030300030,Шымкент,Пособие,Пособие по инвалидности,94290,eGov,Отказано,0,0,,Из бюджета
D00671,2026-07-25,990050300050,Алматинская,Субсидия,Субсидия на коммунальные услуги,40961,Банк,Отказано,0,0,,Из бюджета
D00672,2026-07-25,990055300055,Мангистауская,Пошлина,Пошлина за загранпаспорт,5498,Банк,Ожидает оплаты,0,0,,В бюджет
D00673,2026-07-25,990082300082,Актюбинская,Пошлина,Пошлина за загранпаспорт,28962,Банк,Оплачено,0,0,,В бюджет
D00674,2026-07-25,990099300099,Акмолинская,Налог,Земельный налог,59802,eGov,Оплачено,0,0,,В бюджет
D00675,2026-07-25,990094300094,Кызылординская,Субсидия,Жилищная помощь,73930,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00676,2026-07-26,990006300006,Акмолинская,Пошлина,Госпошлина за регистрацию авто,29581,Банк,Ожидает оплаты,0,0,,В бюджет
D00677,2026-07-26,990011300011,Карагандинская,Налог,ИПН индивидуального предпринимателя,75297,eGov,Оплачено,0,0,,В бюджет
D00678,2026-07-26,990020300020,Мангистауская,Пособие,Адресная социальная помощь,66555,Мобильное приложение,Отказано,0,0,,Из бюджета
D00679,2026-07-26,990024300024,Северо-Казахстанская,Штраф,Штраф за парковку,34829,eGov,Оплачено,0,0,,В бюджет
D00680,2026-07-26,990057300057,Алматы,Субсидия,Агросубсидия,376444,Банк,На рассмотрении,0,0,,Из бюджета
D00681,2026-07-26,990079300079,Астана,Штраф,Штраф за превышение скорости,20245,Мобильное приложение,Оплачено,0,0,,В бюджет
D00682,2026-07-26,990092300092,Алматинская,Субсидия,Жилищная помощь,297949,Банк,На рассмотрении,0,0,,Из бюджета
D00683,2026-07-26,990114300114,Алматинская,Налог,ИПН индивидуального предпринимателя,32356,Мобильное приложение,Просрочено,230,0,,В бюджет
D00684,2026-07-26,990115300115,Алматинская,Пособие,Пособие по уходу за ребёнком,109011,ЦОН,Назначено,0,0,,Из бюджета
D00685,2026-07-26,990090300090,Кызылординская,Субсидия,Жилищная помощь,104475,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00686,2026-07-27,990025300025,Актюбинская,Субсидия,Агросубсидия,46045,Банк,Назначено,0,0,,Из бюджета
D00687,2026-07-27,990048300048,Жамбылская,Штраф,Штраф за парковку,96986,Мобильное приложение,Оплачено,0,0,,В бюджет
D00688,2026-07-27,990049300049,Туркестанская,Штраф,Штраф за превышение скорости,43575,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00689,2026-07-27,990051300051,Костанайская,Штраф,Административный штраф,66253,ЦОН,Оплачено,0,0,,В бюджет
D00690,2026-07-27,990057300057,Алматы,Пособие,Пособие по инвалидности,25309,eGov,На рассмотрении,0,0,,Из бюджета
D00691,2026-07-28,990013300013,Актюбинская,Субсидия,Жилищная помощь,267817,ЦОН,Назначено,0,0,,Из бюджета
D00692,2026-07-28,990016300016,Северо-Казахстанская,Пошлина,Пошлина за загранпаспорт,26626,ЦОН,Оплачено,0,0,,В бюджет
D00693,2026-07-28,990029300029,Акмолинская,Пошлина,Пошлина за регистрацию недвижимости,3648,Мобильное приложение,Просрочено,44,0,,В бюджет
D00694,2026-07-28,990052300052,Акмолинская,Налог,Налог на имущество,83397,eGov,Просрочено,56,0,,В бюджет
D00695,2026-07-28,990062300062,Алматы,Пошлина,Пошлина за регистрацию недвижимости,23858,ЦОН,Оплачено,0,0,,В бюджет
D00696,2026-07-29,990015300015,Актюбинская,Пошлина,Пошлина за регистрацию недвижимости,4760,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00697,2026-07-29,990036300036,Актюбинская,Пошлина,Пошлина за загранпаспорт,2249,Банк,Оплачено,0,0,,В бюджет
D00698,2026-07-29,990063300063,Северо-Казахстанская,Субсидия,Жилищная помощь,69093,Мобильное приложение,Назначено,0,0,,Из бюджета
D00699,2026-07-29,990118300118,Алматы,Штраф,Штраф за парковку,83570,eGov,Оплачено,0,0,,В бюджет
D00700,2026-07-30,990014300014,Алматинская,Пособие,Адресная социальная помощь,56534,eGov,На рассмотрении,0,0,,Из бюджета
D00701,2026-07-30,990019300019,Атырауская,Пошлина,Пошлина за регистрацию недвижимости,24706,eGov,Просрочено,116,0,,В бюджет
D00702,2026-07-30,990075300075,Атырауская,Пособие,Пособие по инвалидности,97947,eGov,Назначено,0,0,,Из бюджета
D00703,2026-07-30,990119300119,Актюбинская,Пособие,Адресная социальная помощь,63799,Мобильное приложение,Назначено,0,0,,Из бюджета
D00704,2026-07-31,990012300012,Восточно-Казахстанская,Субсидия,Агросубсидия,194988,ЦОН,Отказано,0,0,,Из бюджета
D00705,2026-07-31,990039300039,Мангистауская,Штраф,Административный штраф,57911,Банк,Просрочено,217,0,,В бюджет
D00706,2026-07-31,990087300087,Карагандинская,Штраф,Штраф за парковку,45560,eGov,Ожидает оплаты,0,0,,В бюджет
D00707,2026-07-31,990096300096,Алматинская,Налог,Земельный налог,13743,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00708,2026-07-31,990098300098,Северо-Казахстанская,Пособие,Пособие по уходу за ребёнком,43230,ЦОН,Отказано,0,0,,Из бюджета
D00709,2026-07-31,990104300104,Туркестанская,Пособие,Пособие по инвалидности,108251,ЦОН,Назначено,0,0,,Из бюджета
D00710,2026-07-31,990116300116,Павлодарская,Пошлина,Пошлина за загранпаспорт,27785,Мобильное приложение,Оплачено,0,0,,В бюджет
D00711,2026-08-01,990017300017,Восточно-Казахстанская,Пособие,Пособие по уходу за ребёнком,96758,Мобильное приложение,Назначено,0,0,,Из бюджета
